    * /home/ashutoshrao/esim-workspace/sequencedetector/sequencedetector.cir
    Transient Analysis  Sat Oct  1 20:01:11  2022
--------------------------------------------------------------------------------
Index   time            a2#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	-1.84333e-12	0.000000e+00	
1	1.000000e-06	0.000000e+00	-1.84337e-12	0.000000e+00	
2	2.000000e-06	0.000000e+00	-1.84336e-12	0.000000e+00	
3	4.000000e-06	0.000000e+00	-1.84336e-12	0.000000e+00	
4	8.000000e-06	0.000000e+00	-1.84337e-12	-8.27181e-25	
5	1.600000e-05	0.000000e+00	-1.84335e-12	8.271806e-25	
6	3.200000e-05	0.000000e+00	-1.84336e-12	-1.65436e-24	
7	6.400000e-05	0.000000e+00	-1.84334e-12	1.240771e-24	
8	1.000000e-04	0.000000e+00	-1.84338e-12	-1.13737e-24	
9	1.009541e-04	0.000000e+00	1.423132e-10	-1.83924e-10	
10	1.028622e-04	0.000000e+00	1.420377e-10	-1.82221e-10	
11	1.066784e-04	0.000000e+00	1.409808e-10	-1.81207e-10	
12	1.143108e-04	0.000000e+00	7.711077e-11	-1.80323e-10	
13	1.295756e-04	0.000000e+00	-9.75356e-08	-2.07616e-10	
14	1.458095e-04	0.000000e+00	-2.03796e-07	-3.88848e-10	
15	1.581239e-04	0.000000e+00	-4.62304e-09	-1.66881e-11	
16	1.699751e-04	0.000000e+00	-3.55563e-11	-3.50956e-10	
17	1.851911e-04	0.000000e+00	6.742427e-11	-1.19818e-11	
18	2.000000e-04	0.000000e+00	1.482817e-11	-3.69131e-10	
19	2.011829e-04	0.000000e+00	-2.89561e-12	9.719723e-13	
20	2.035488e-04	0.000000e+00	-1.95624e-12	4.186920e-15	
21	2.082806e-04	0.000000e+00	-1.95647e-12	-4.18646e-15	
22	2.177442e-04	0.000000e+00	-1.95628e-12	4.186563e-15	
23	2.366714e-04	0.000000e+00	-1.95650e-12	-4.18655e-15	
24	2.745258e-04	0.000000e+00	-1.95627e-12	4.186540e-15	
25	3.502345e-04	0.000000e+00	-1.95648e-12	-4.18654e-15	
26	5.016519e-04	0.000000e+00	-1.95630e-12	4.186534e-15	
27	8.044867e-04	0.000000e+00	-1.95653e-12	-4.18653e-15	
28	1.410156e-03	0.000000e+00	-1.95627e-12	4.186533e-15	
29	2.621496e-03	0.000000e+00	-1.95651e-12	-4.18653e-15	
30	5.044175e-03	0.000000e+00	-1.95630e-12	4.186532e-15	
31	9.889532e-03	0.000000e+00	-1.95650e-12	-4.18653e-15	
32	1.958025e-02	0.000000e+00	-1.95629e-12	4.186532e-15	
33	3.896168e-02	0.000000e+00	-1.95648e-12	-4.18653e-15	
34	7.772454e-02	0.000000e+00	-1.95623e-12	4.186532e-15	
35	1.552503e-01	0.000000e+00	-1.95648e-12	-4.18653e-15	
36	2.552503e-01	0.000000e+00	-1.95626e-12	4.186532e-15	
37	3.552503e-01	0.000000e+00	-1.95649e-12	-4.18653e-15	
38	4.552503e-01	0.000000e+00	-1.95626e-12	4.186532e-15	
39	5.552503e-01	0.000000e+00	-1.95649e-12	-4.18653e-15	
40	6.552503e-01	0.000000e+00	-1.95626e-12	4.186532e-15	
41	7.552503e-01	0.000000e+00	-1.95649e-12	-4.18653e-15	
42	8.552503e-01	0.000000e+00	-1.95626e-12	4.186532e-15	
43	9.552503e-01	0.000000e+00	-1.95649e-12	-4.18653e-15	
44	1.000200e+00	0.000000e+00	-1.95624e-12	4.186532e-15	
45	1.000210e+00	0.000000e+00	-4.69148e-11	1.927232e-10	
46	1.000230e+00	0.000000e+00	-6.07957e-11	1.724205e-10	
47	1.000259e+00	0.000000e+00	-7.22138e-07	2.277322e-10	
48	1.000293e+00	0.000000e+00	-2.37668e-10	2.450398e-10	
49	1.000300e+00	0.000000e+00	-5.57762e-11	1.193741e-10	
50	1.000300e+00	0.000000e+00	-1.75893e-12	-1.94486e-13	
51	1.000301e+00	0.000000e+00	-1.91190e-12	6.694400e-14	
52	1.000303e+00	0.000000e+00	-1.77482e-12	-6.69366e-14	
53	1.000307e+00	0.000000e+00	-1.91188e-12	6.693238e-14	
54	1.000314e+00	0.000000e+00	-1.77484e-12	-6.69302e-14	

Index   time            a2#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
55	1.000329e+00	0.000000e+00	-1.91187e-12	6.692918e-14	
56	1.000358e+00	0.000000e+00	-1.77487e-12	-6.69286e-14	
57	1.000416e+00	0.000000e+00	-1.91189e-12	6.692838e-14	
58	1.000533e+00	0.000000e+00	-1.77481e-12	-6.69282e-14	
59	1.000766e+00	0.000000e+00	-1.91185e-12	6.692818e-14	
60	1.001233e+00	0.000000e+00	-1.77482e-12	-6.69281e-14	
61	1.002166e+00	0.000000e+00	-1.91189e-12	6.692813e-14	
62	1.004033e+00	0.000000e+00	-1.77485e-12	-6.69281e-14	
63	1.007766e+00	0.000000e+00	-1.91187e-12	6.692812e-14	
64	1.015232e+00	0.000000e+00	-1.77483e-12	-6.69281e-14	
65	1.030164e+00	0.000000e+00	-1.91190e-12	6.692811e-14	
66	1.060028e+00	0.000000e+00	-1.77480e-12	-6.69281e-14	
67	1.119756e+00	0.000000e+00	-1.91185e-12	6.692811e-14	
68	1.219756e+00	0.000000e+00	-1.77485e-12	-6.69281e-14	
69	1.319756e+00	0.000000e+00	-1.91187e-12	6.692811e-14	
70	1.419756e+00	0.000000e+00	-1.77486e-12	-6.69281e-14	
71	1.519756e+00	0.000000e+00	-1.91187e-12	6.692811e-14	
72	1.619756e+00	0.000000e+00	-1.77486e-12	-6.69281e-14	
73	1.719756e+00	0.000000e+00	-1.91187e-12	6.692811e-14	
74	1.819756e+00	0.000000e+00	-1.77486e-12	-6.69281e-14	
75	1.919756e+00	0.000000e+00	-1.91187e-12	6.692811e-14	
76	2.000100e+00	0.000000e+00	-1.77484e-12	-6.69281e-14	
77	2.000110e+00	0.000000e+00	1.354638e-10	-1.81800e-10	
78	2.000130e+00	0.000000e+00	-1.15027e-07	-2.01384e-10	
79	2.000152e+00	0.000000e+00	-3.46985e-08	-3.49958e-10	
80	2.000169e+00	0.000000e+00	1.908105e-12	-2.69326e-11	
81	2.000186e+00	0.000000e+00	1.635463e-11	-3.36351e-10	
82	2.000200e+00	0.000000e+00	6.676569e-11	-4.56978e-11	
83	2.000201e+00	0.000000e+00	-1.95635e-12	1.353333e-15	
84	2.000204e+00	0.000000e+00	-1.95643e-12	-1.35307e-15	
85	2.000209e+00	0.000000e+00	-1.95633e-12	1.353062e-15	
86	2.000220e+00	0.000000e+00	-1.95641e-12	-1.35305e-15	
87	2.000242e+00	0.000000e+00	-1.95635e-12	1.353051e-15	
88	2.000284e+00	0.000000e+00	-1.95643e-12	-1.35305e-15	
89	2.000370e+00	0.000000e+00	-1.95632e-12	1.353048e-15	
90	2.000541e+00	0.000000e+00	-1.95641e-12	-1.35305e-15	
91	2.000884e+00	0.000000e+00	-1.95634e-12	1.353047e-15	
92	2.001570e+00	0.000000e+00	-1.95643e-12	-1.35305e-15	
93	2.002940e+00	0.000000e+00	-1.95634e-12	1.353047e-15	
94	2.005682e+00	0.000000e+00	-1.95640e-12	-1.35305e-15	
95	2.011165e+00	0.000000e+00	-1.95637e-12	1.353047e-15	
96	2.022132e+00	0.000000e+00	-1.95638e-12	-1.35305e-15	
97	2.044066e+00	0.000000e+00	-1.95632e-12	1.353047e-15	
98	2.087933e+00	0.000000e+00	-1.95644e-12	-1.35305e-15	
99	2.175667e+00	0.000000e+00	-1.95633e-12	1.353047e-15	
100	2.275667e+00	0.000000e+00	-1.95641e-12	-1.35305e-15	
101	2.375667e+00	0.000000e+00	-1.95633e-12	1.353047e-15	
102	2.475667e+00	0.000000e+00	-1.95641e-12	-1.35305e-15	
103	2.575667e+00	0.000000e+00	-1.95633e-12	1.353047e-15	
104	2.675667e+00	0.000000e+00	-1.95641e-12	-1.35305e-15	
105	2.775667e+00	0.000000e+00	-1.95633e-12	1.353047e-15	
106	2.875667e+00	0.000000e+00	-1.95641e-12	-1.35305e-15	
107	2.975667e+00	0.000000e+00	-1.95633e-12	1.353047e-15	
108	3.000200e+00	0.000000e+00	-1.95644e-12	-1.35305e-15	
109	3.000210e+00	0.000000e+00	-4.69148e-11	1.927232e-10	
110	3.000230e+00	0.000000e+00	-6.07957e-11	1.724205e-10	
111	3.000259e+00	0.000000e+00	-7.22138e-07	2.277322e-10	
112	3.000293e+00	0.000000e+00	-2.37668e-10	2.450398e-10	

Index   time            a2#branch_1_0   v1#branch       v2#branch       
--------------------------------------------------------------------------------
113	3.000300e+00	0.000000e+00	-5.57762e-11	1.193741e-10	
114	3.000300e+00	0.000000e+00	-1.75892e-12	-1.94486e-13	
115	3.000301e+00	0.000000e+00	-1.91190e-12	6.694400e-14	
116	3.000303e+00	0.000000e+00	-1.77482e-12	-6.69366e-14	
117	3.000307e+00	0.000000e+00	-1.91188e-12	6.693238e-14	
118	3.000314e+00	0.000000e+00	-1.77484e-12	-6.69302e-14	
119	3.000329e+00	0.000000e+00	-1.91187e-12	6.692918e-14	
120	3.000358e+00	0.000000e+00	-1.77487e-12	-6.69286e-14	
121	3.000416e+00	0.000000e+00	-1.91189e-12	6.692838e-14	
